chr1	0	9677167	195154279	0.0495873
chr1	1	8145716	195154279	0.0417399
chr1	2	12738053	195154279	0.0652717
chr1	3	17511560	195154279	0.0897319
chr1	4	21212708	195154279	0.108697
chr1	5	22979217	195154279	0.117749
chr1	6	22619569	195154279	0.115906
chr1	7	20499464	195154279	0.105042
chr1	8	17209620	195154279	0.0881847
chr1	9	13511630	195154279	0.0692356
chr1	10	10008073	195154279	0.0512829
chr1	11	7008154	195154279	0.0359108
chr1	12	4695364	195154279	0.0240598
chr1	13	2996040	195154279	0.0153522
chr1	14	1827105	195154279	0.00936236
chr1	15	1085296	195154279	0.00556122
chr1	16	623034	195154279	0.00319252
chr1	17	347075	195154279	0.00177846
chr1	18	189700	195154279	0.000972051
chr1	19	102238	195154279	0.000523883
chr1	20	56109	195154279	0.000287511
chr1	21	31607	195154279	0.000161959
chr1	22	17787	195154279	9.11433e-05
chr1	23	11279	195154279	5.77953e-05
chr1	24	7091	195154279	3.63354e-05
chr1	25	4902	195154279	2.51186e-05
chr1	26	4049	195154279	2.07477e-05
chr1	27	3537	195154279	1.81241e-05
chr1	28	3224	195154279	1.65203e-05
chr1	29	3185	195154279	1.63204e-05
chr1	30	2549	195154279	1.30615e-05
chr1	31	2212	195154279	1.13346e-05
chr1	32	1798	195154279	9.21322e-06
chr1	33	1741	195154279	8.92115e-06
chr1	34	1667	195154279	8.54196e-06
chr1	35	1640	195154279	8.40361e-06
chr1	36	1325	195154279	6.7895e-06
chr1	37	1222	195154279	6.26171e-06
chr1	38	1010	195154279	5.17539e-06
chr1	39	927	195154279	4.75009e-06
chr1	40	831	195154279	4.25817e-06
chr1	41	683	195154279	3.4998e-06
chr1	42	624	195154279	3.19747e-06
chr1	43	648	195154279	3.32045e-06
chr1	44	495	195154279	2.53645e-06
chr1	45	491	195154279	2.51596e-06
chr1	46	458	195154279	2.34686e-06
chr1	47	374	195154279	1.91643e-06
chr1	48	354	195154279	1.81395e-06
chr1	49	345	195154279	1.76783e-06
chr1	50	365	195154279	1.87032e-06
chr1	51	261	195154279	1.3374e-06
chr1	52	253	195154279	1.29641e-06
chr1	53	158	195154279	8.09616e-07
chr1	54	141	195154279	7.22505e-07
chr1	55	125	195154279	6.40519e-07
chr1	56	99	195154279	5.07291e-07
chr1	57	50	195154279	2.56208e-07
chr1	58	58	195154279	2.97201e-07
chr1	59	29	195154279	1.486e-07
chr1	60	62	195154279	3.17697e-07
chr1	61	41	195154279	2.1009e-07
chr1	62	78	195154279	3.99684e-07
chr1	63	25	195154279	1.28104e-07
chr1	64	123	195154279	6.30271e-07
chr1	65	12	195154279	6.14898e-08
chr1	66	18	195154279	9.22347e-08
chr1	67	20	195154279	1.02483e-07
chr1	68	20	195154279	1.02483e-07
chr1	69	2	195154279	1.02483e-08
chr1	70	4	195154279	2.04966e-08
chr1	71	5	195154279	2.56208e-08
chr1	72	6	195154279	3.07449e-08
chr1	73	4	195154279	2.04966e-08
chr1	74	4	195154279	2.04966e-08
chr1	75	9	195154279	4.61174e-08
chr1	76	3	195154279	1.53725e-08
chr1	77	12	195154279	6.14898e-08
chr1	78	22	195154279	1.12731e-07
chr1	79	12	195154279	6.14898e-08
chr1	80	14	195154279	7.17381e-08
chr1	81	10	195154279	5.12415e-08
chr1	82	10	195154279	5.12415e-08
chr1	84	5	195154279	2.56208e-08
chr1	85	4	195154279	2.04966e-08
chr1	86	3	195154279	1.53725e-08
